Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1783250398,5,,Aggregated,1.400000,0.000000,380,2400,2700,7000,9900,10000,11000,11000,11000,11000,11000,56,0,270.0,2776.296519767857,36.863280000005034,10544.744707999998,61.625
1783250399,5,,Aggregated,1.300000,0.000000,270,2400,2700,7000,9900,10000,11000,11000,11000,11000,11000,58,0,170.0,2683.674093603448,36.863280000005034,10544.744707999998,61.12068965517241
1783250400,5,,Aggregated,1.000000,0.000000,270,2300,2700,7000,9900,10000,11000,11000,11000,11000,11000,59,0,270.0,2676.644697237288,36.863280000005034,10544.744707999998,60.644067796610166
1783250401,5,,Aggregated,1.100000,0.000000,170,2300,2700,2800,9900,10000,11000,11000,11000,11000,11000,61,0,170.0,2592.071500704918,36.863280000005034,10544.744707999998,60.22950819672131
1783250402,5,,Aggregated,1.300000,0.000000,270,2300,2700,2800,9900,10000,11000,11000,11000,11000,11000,62,0,170.0,2588.4936082258064,36.863280000005034,10544.744707999998,59.79032258064516
1783250403,5,,Aggregated,1.300000,0.000000,270,2300,2700,2800,9900,10000,11000,11000,11000,11000,11000,62,0,170.0,2588.4936082258064,36.863280000005034,10544.744707999998,59.79032258064516
1783250404,5,,Aggregated,1.400000,0.000000,170,2300,2700,2800,9900,10000,11000,11000,11000,11000,11000,64,0,160.0,2510.700717296875,36.863280000005034,10544.744707999998,59.390625
1783250405,5,,Aggregated,1.400000,0.000000,170,2300,2500,2800,9900,10000,11000,11000,11000,11000,11000,65,0,170.0,2507.397563953846,36.863280000005034,10544.744707999998,58.98461538461538
1783250406,5,,Aggregated,1.000000,0.000000,160,2300,2500,2700,9900,10000,11000,11000,11000,11000,11000,67,0,160.0,2435.531692268657,36.863280000005034,10544.744707999998,58.656716417910445
1783250407,5,,Aggregated,1.000000,0.000000,170,2300,2500,2700,9900,10000,11000,11000,11000,11000,11000,68,0,160.0,2433.2355258382354,36.863280000005034,10544.744707999998,58.279411764705884
1783250408,5,,Aggregated,1.300000,0.000000,160,2300,2400,2700,9900,10000,11000,11000,11000,11000,11000,70,0,150.0,2366.5128678428573,36.863280000005034,10544.744707999998,57.957142857142856
